day;month;year;week;cases;deaths;countriesAndTerritories;geoId;popData2019;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
26;7;2020;Week 31;584;9;Poland;PL;37972812;13,43329538
25;7;2020;Week 30;458;4;Poland;PL;37972812;12,69855917
24;7;2020;Week 30;418;9;Poland;PL;37972812;12,19030079
23;7;2020;Week 30;380;6;Poland;PL;37972812;11,77948054
22;7;2020;Week 30;399;9;Poland;PL;37972812;11,50823384
21;7;2020;Week 30;279;3;Poland;PL;37972812;11,13428208
20;7;2020;Week 30;358;6;Poland;PL;37972812;10,9394058
19;7;2020;Week 30;339;6;Poland;PL;37972812;10,60495599
18;7;2020;Week 29;353;7;Poland;PL;37972812;10,53911941
17;7;2020;Week 29;274;11;Poland;PL;37972812;10,29157388
16;7;2020;Week 29;323;6;Poland;PL;37972812;10,5470198
15;7;2020;Week 29;267;12;Poland;PL;37972812;10,70239412
14;7;2020;Week 29;299;5;Poland;PL;37972812;10,62865716
13;7;2020;Week 29;370;3;Poland;PL;37972812;10,49171707
12;7;2020;Week 29;305;6;Poland;PL;37972812;10,0255941
11;7;2020;Week 28;265;11;Poland;PL;37972812;10,06246259
10;7;2020;Week 28;262;9;Poland;PL;37972812;10,09143068
9;7;2020;Week 28;277;14;Poland;PL;37972812;10,18623535
8;7;2020;Week 28;257;7;Poland;PL;37972812;10,23100422
7;7;2020;Week 28;205;4;Poland;PL;37972812;10,34424314
6;7;2020;Week 28;231;5;Poland;PL;37972812;10,58388828
5;7;2020;Week 28;314;5;Poland;PL;37972812;10,79456533
4;7;2020;Week 27;259;15;Poland;PL;37972812;10,7682307
3;7;2020;Week 27;371;15;Poland;PL;37972812;10,87883615
2;7;2020;Week 27;382;14;Poland;PL;37972812;10,72872875
1;7;2020;Week 27;239;19;Poland;PL;37972812;11,05527818
30;6;2020;Week 27;247;6;Poland;PL;37972812;11,49769999
29;6;2020;Week 27;193;3;Poland;PL;37972812;11,89008599
28;6;2020;Week 27;319;6;Poland;PL;37972812;12,36937628
27;6;2020;Week 26;276;17;Poland;PL;37972812;12,68802532
26;6;2020;Week 26;298;16;Poland;PL;37972812;12,95137163
25;6;2020;Week 26;294;21;Poland;PL;37972812;13,33585724
24;6;2020;Week 26;300;16;Poland;PL;37972812;13,08041132
23;6;2020;Week 26;296;3;Poland;PL;37972812;13,34375763
22;6;2020;Week 26;311;10;Poland;PL;37972812;14,14169696
21;6;2020;Week 26;304;12;Poland;PL;37972812;14,83693122
20;6;2020;Week 25;301;18;Poland;PL;37972812;15,52953202
19;6;2020;Week 25;314;30;Poland;PL;37972812;15,71387444
18;6;2020;Week 25;506;14;Poland;PL;37972812;15,83764721
17;6;2020;Week 25;407;16;Poland;PL;37972812;15,2740861
16;6;2020;Week 25;396;9;Poland;PL;37972812;14,80796313
15;6;2020;Week 25;375;10;Poland;PL;37972812;14,76319426
14;6;2020;Week 25;440;15;Poland;PL;37972812;14,34184016
13;6;2020;Week 24;376;7;Poland;PL;37972812;14,27863704
12;6;2020;Week 24;444;9;Poland;PL;37972812;14,15749774
11;6;2020;Week 24;197;23;Poland;PL;37972812;13,91521913
10;6;2020;Week 24;400;17;Poland;PL;37972812;14,44717868
9;6;2020;Week 24;599;9;Poland;PL;37972812;14,5604176
8;6;2020;Week 24;575;4;Poland;PL;37972812;13,78617944
7;6;2020;Week 24;567;16;Poland;PL;37972812;13,31215608
6;6;2020;Week 23;371;20;Poland;PL;37972812;12,64062298
5;6;2020;Week 23;361;2;Poland;PL;37972812;12,91713661
4;6;2020;Week 23;292;23;Poland;PL;37972812;13,03037552
3;6;2020;Week 23;230;18;Poland;PL;37972812;13,50176542
2;6;2020;Week 23;379;10;Poland;PL;37972812;13,90468528
1;6;2020;Week 23;215;3;Poland;PL;37972812;13,84411563
31;5;2020;Week 23;416;10;Poland;PL;37972812;13,99422302
30;5;2020;Week 22;330;13;Poland;PL;37972812;13,53336698
29;5;2020;Week 22;352;10;Poland;PL;37972812;13,72034286
28;5;2020;Week 22;399;4;Poland;PL;37972812;13,87571718
27;5;2020;Week 22;443;17;Poland;PL;37972812;13,57023546
26;5;2020;Week 22;305;11;Poland;PL;37972812;13,97052186
25;5;2020;Week 22;395;3;Poland;PL;37972812;14,03635843
24;5;2020;Week 22;312;11;Poland;PL;37972812;13,90468528
23;5;2020;Week 21;476;10;Poland;PL;37972812;13,83358177
22;5;2020;Week 21;404;10;Poland;PL;37972812;13,42012806
21;5;2020;Week 21;471;14;Poland;PL;37972812;13,16468214
20;5;2020;Week 21;383;12;Poland;PL;37972812;12,73806112
19;5;2020;Week 21;356;11;Poland;PL;37972812;12,84866657
18;5;2020;Week 21;272;10;Poland;PL;37972812;12,73542765
17;5;2020;Week 21;241;8;Poland;PL;37972812;12,85656696
16;5;2020;Week 20;401;24;Poland;PL;37972812;12,93293739
15;5;2020;Week 20;411;22;Poland;PL;37972812;12,47734827
14;5;2020;Week 20;283;22;Poland;PL;37972812;12,01912568
13;5;2020;Week 20;595;28;Poland;PL;37972812;12,38517706
12;5;2020;Week 20;330;11;Poland;PL;37972812;11,65044085
11;5;2020;Week 20;345;15;Poland;PL;37972812;11,53193501
10;5;2020;Week 20;285;9;Poland;PL;37972812;11,52930154
9;5;2020;Week 19;319;21;Poland;PL;37972812;11,782114
8;5;2020;Week 19;307;22;Poland;PL;37972812;11,94538872
7;5;2020;Week 19;309;17;Poland;PL;37972812;12,03755993
6;5;2020;Week 19;425;18;Poland;PL;37972812;12,04809378
5;5;2020;Week 19;313;20;Poland;PL;37972812;11,62147275
4;5;2020;Week 19;318;14;Poland;PL;37972812;11,60303851
3;5;2020;Week 19;270;13;Poland;PL;37972812;12,20083464
2;5;2020;Week 18;228;7;Poland;PL;37972812;12,44574671
1;5;2020;Week 18;237;20;Poland;PL;37972812;13,05934362
30;4;2020;Week 18;422;28;Poland;PL;37972812;13,32005647
29;4;2020;Week 18;316;34;Poland;PL;37972812;13,20945101
28;4;2020;Week 18;285;27;Poland;PL;37972812;13,08304478
27;4;2020;Week 18;344;11;Poland;PL;37972812;13,01720821
26;4;2020;Week 18;381;30;Poland;PL;37972812;12,94873817
25;4;2020;Week 17;381;40;Poland;PL;37972812;13,00140743
24;4;2020;Week 17;342;28;Poland;PL;37972812;12,99877396
23;4;2020;Week 17;313;25;Poland;PL;37972812;13,07251093
22;4;2020;Week 17;263;21;Poland;PL;37972812;13,18838331
21;4;2020;Week 17;306;20;Poland;PL;37972812;13,64133897
20;4;2020;Week 17;545;13;Poland;PL;37972812;13,65450628
19;4;2020;Week 17;363;15;Poland;PL;37972812;13,47016386
18;4;2020;Week 16;461;18;Poland;PL;37972812;13,15678175
17;4;2020;Week 16;336;28;Poland;PL;37972812;13,09357864
16;4;2020;Week 16;380;23;Poland;PL;37972812;13,24105257
15;4;2020;Week 16;268;18;Poland;PL;37972812;12,88026812
14;4;2020;Week 16;260;13;Poland;PL;37972812;12,84866657
13;4;2020;Week 16;318;24;Poland;PL;37972812;12,67222454
12;4;2020;Week 16;401;27;Poland;PL;37972812;12,424679
11;4;2020;Week 15;380;7;Poland;PL;37972812;12,02439261
10;4;2020;Week 15;370;15;Poland;PL;37972812;11,46609843
9;4;2020;Week 15;357;30;Poland;PL;37972812;10,9394058
8;4;2020;Week 15;435;22;Poland;PL;37972812;10,39427894
7;4;2020;Week 15;311;13;Poland;PL;37972812;9,64900888
6;4;2020;Week 15;475;15;Poland;PL;37972812;9,1328501
5;4;2020;Week 15;244;8;Poland;PL;37972812;8,14003451
4;4;2020;Week 14;437;14;Poland;PL;37972812;7,78978391
3;4;2020;Week 14;392;14;Poland;PL;37972812;6,82330295
2;4;2020;Week 14;243;10;Poland;PL;37972812;5,9700609
1;4;2020;Week 14;256;2;Poland;PL;37972812;5,45916905
31;3;2020;Week 14;193;9;Poland;PL;37972812;4,94564374
30;3;2020;Week 14;224;4;Poland;PL;37972812;4,57432544
29;3;2020;Week 14;249;2;Poland;PL;37972812;4,03973243
28;3;2020;Week 13;168;0;Poland;PL;37972812;3,47880478
27;3;2020;Week 13;170;2;Poland;PL;37972812;3,08641878
26;3;2020;Week 13;150;4;Poland;PL;37972812;2,68613238
25;3;2020;Week 13;152;2;Poland;PL;37972812;2,31481408
24;3;2020;Week 13;115;1;Poland;PL;37972812;1,927695
23;3;2020;Week 13;98;2;Poland;PL;37972812;1,64064752
22;3;2020;Week 13;111;0;Poland;PL;37972812;1,39573545
21;3;2020;Week 12;70;0;Poland;PL;37972812;1,10605451
20;3;2020;Week 12;68;0;Poland;PL;37972812;0,93224594
19;3;2020;Week 12;49;0;Poland;PL;37972812;0,75580392
18;3;2020;Week 12;61;1;Poland;PL;37972812;0
17;3;2020;Week 12;52;1;Poland;PL;37972812;0
16;3;2020;Week 12;21;0;Poland;PL;37972812;0
15;3;2020;Week 12;36;1;Poland;PL;37972812;0
14;3;2020;Week 11;19;1;Poland;PL;37972812;0
13;3;2020;Week 11;18;1;Poland;PL;37972812;0
12;3;2020;Week 11;9;0;Poland;PL;37972812;0
11;3;2020;Week 11;5;0;Poland;PL;37972812;0
10;3;2020;Week 11;6;0;Poland;PL;37972812;0
9;3;2020;Week 11;5;0;Poland;PL;37972812;0
8;3;2020;Week 11;1;0;Poland;PL;37972812;0
7;3;2020;Week 10;4;0;Poland;PL;37972812;0
4;3;2020;Week 10;1;0;Poland;PL;37972812;0
21;10;2020;Week 43;1876;15;Portugal;PT;10276617;227,9349323
20;10;2020;Week 43;1949;17;Portugal;PT;10276617;213,8349615
19;10;2020;Week 43;1856;19;Portugal;PT;10276617;210,8086737
18;10;2020;Week 43;2153;13;Portugal;PT;10276617;192,7482556
17;10;2020;Week 42;2608;21;Portugal;PT;10276617;181,1685694
16;10;2020;Week 42;2101;11;Portugal;PT;10276617;164,431544
15;10;2020;Week 42;2072;7;Portugal;PT;10276617;152,2972005
14;10;2020;Week 42;1208;16;Portugal;PT;10276617;140,1628571
13;10;2020;Week 42;1249;14;Portugal;PT;10276617;135,1028262
12;10;2020;Week 42;1090;13;Portugal;PT;10276617;127,0846233
11;10;2020;Week 42;1646;5;Portugal;PT;10276617;122,9490211
10;10;2020;Week 41;1394;12;Portugal;PT;10276617;115,5341296
9;10;2020;Week 41;1278;10;Portugal;PT;10276617;110,7173693
8;10;2020;Week 41;944;8;Portugal;PT;10276617;105,0053729
7;10;2020;Week 41;427;14;Portugal;PT;10276617;103,6235952
6;10;2020;Week 41;1638;23;Portugal;PT;10276617;103,973905
5;10;2020;Week 41;0;0;Portugal;PT;10276617;94,09711387
4;10;2020;Week 41;963;12;Portugal;PT;10276617;99,46853133
3;10;2020;Week 40;888;6;Portugal;PT;10276617;98,35921685
2;10;2020;Week 40;854;6;Portugal;PT;10276617;97,30828735
1;10;2020;Week 40;825;8;Portugal;PT;10276617;96,49089773
30;9;2020;Week 40;688;6;Portugal;PT;10276617;94,35011541
29;9;2020;Week 40;425;4;Portugal;PT;10276617;91,79090746
28;9;2020;Week 40;665;9;Portugal;PT;10276617;93,62030326
27;9;2020;Week 40;884;8;Portugal;PT;10276617;93,69814989
26;9;2020;Week 39;899;5;Portugal;PT;10276617;89,93231917
25;9;2020;Week 39;691;3;Portugal;PT;10276617;87,86938348
24;9;2020;Week 39;802;3;Portugal;PT;10276617;86,83791563
23;9;2020;Week 39;463;5;Portugal;PT;10276617;85,31990635
22;9;2020;Week 39;623;8;Portugal;PT;10276617;84,59009419
21;9;2020;Week 39;552;13;Portugal;PT;10276617;80,95076424
20;9;2020;Week 39;849;5;Portugal;PT;10276617;78,64455783
19;9;2020;Week 38;780;6;Portugal;PT;10276617;75,112267
18;9;2020;Week 38;770;10;Portugal;PT;10276617;71,47293706
17;9;2020;Week 38;605;3;Portugal;PT;10276617;68,04768534
16;9;2020;Week 38;425;4;Portugal;PT;10276617;65,95555716
15;9;2020;Week 38;613;4;Portugal;PT;10276617;64,06777639
14;9;2020;Week 38;673;7;Portugal;PT;10276617;60,47710059
13;9;2020;Week 38;497;5;Portugal;PT;10276617;57,04211804
12;9;2020;Week 37;687;3;Portugal;PT;10276617;55,84522611
11;9;2020;Week 37;585;3;Portugal;PT;10276617;53,06220909
10;9;2020;Week 37;646;3;Portugal;PT;10276617;51,25227495
9;9;2020;Week 37;388;3;Portugal;PT;10276617;48,48871959
8;9;2020;Week 37;249;3;Portugal;PT;10276617;46,58147715
7;9;2020;Week 37;315;2;Portugal;PT;10276617;45,35539273
6;9;2020;Week 37;486;5;Portugal;PT;10276617;43,70115185
5;9;2020;Week 36;406;4;Portugal;PT;10276617;41,31709881
4;9;2020;Week 36;418;2;Portugal;PT;10276617;39,49743383
3;9;2020;Week 36;390;3;Portugal;PT;10276617;38,26161859
2;9;2020;Week 36;231;2;Portugal;PT;10276617;36,92849505
1;9;2020;Week 36;244;3;Portugal;PT;10276617;36,76307096
31;8;2020;Week 36;320;1;Portugal;PT;10276617;35,67321814
30;8;2020;Week 36;374;3;Portugal;PT;10276617;33,73678322
29;8;2020;Week 35;401;6;Portugal;PT;10276617;32,02415737
28;8;2020;Week 35;399;2;Portugal;PT;10276617;30,4088398
27;8;2020;Week 35;362;2;Portugal;PT;10276617;29,68875847
26;8;2020;Week 35;192;4;Portugal;PT;10276617;28,87136886
25;8;2020;Week 35;123;5;Portugal;PT;10276617;28,17074919
24;8;2020;Week 35;145;2;Portugal;PT;10276617;28,50159736
23;8;2020;Week 35;241;2;Portugal;PT;10276617;28,36536576
22;8;2020;Week 34;219;4;Portugal;PT;10276617;27,83017018
21;8;2020;Week 34;291;2;Portugal;PT;10276617;28,52105902
20;8;2020;Week 34;253;2;Portugal;PT;10276617;27,76205438
19;8;2020;Week 34;214;5;Portugal;PT;10276617;26,92520311
18;8;2020;Week 34;132;1;Portugal;PT;10276617;25,93265858
17;8;2020;Week 34;121;3;Portugal;PT;10276617;25,67965703
16;8;2020;Week 34;198;3;Portugal;PT;10276617;25,99104355
15;8;2020;Week 33;235;2;Portugal;PT;10276617;26,3802767
14;8;2020;Week 33;325;6;Portugal;PT;10276617;26,07862101
13;8;2020;Week 33;278;3;Portugal;PT;10276617;25,397463
12;8;2020;Week 33;120;2;Portugal;PT;10276617;24,66765084
11;8;2020;Week 33;157;3;Portugal;PT;10276617;24,58007338
10;8;2020;Week 33;131;6;Portugal;PT;10276617;24,36599515
9;8;2020;Week 33;186;4;Portugal;PT;10276617;25,12499979
8;8;2020;Week 32;290;3;Portugal;PT;10276617;25,87427361
7;8;2020;Week 32;213;3;Portugal;PT;10276617;26,09808267
6;8;2020;Week 32;167;1;Portugal;PT;10276617;26,25377593
5;8;2020;Week 32;112;1;Portugal;PT;10276617;27,08089637
4;8;2020;Week 32;106;0;Portugal;PT;10276617;27,2268588
3;8;2020;Week 32;153;1;Portugal;PT;10276617;27,50905283
2;8;2020;Week 32;238;2;Portugal;PT;10276617;28,41401991
1;8;2020;Week 31;204;8;Portugal;PT;10276617;29,14383206
31;7;2020;Week 31;255;2;Portugal;PT;10276617;30,19476156
30;7;2020;Week 31;203;3;Portugal;PT;10276617;31,01215118
29;7;2020;Week 31;111;3;Portugal;PT;10276617;32,68585372
28;7;2020;Week 31;135;2;Portugal;PT;10276617;33,87301483
27;7;2020;Week 31;209;1;Portugal;PT;10276617;35,53698654
26;7;2020;Week 31;263;4;Portugal;PT;10276617;36,3349145
25;7;2020;Week 30;313;7;Portugal;PT;10276617;39,04981571
24;7;2020;Week 30;229;3;Portugal;PT;10276617;39,91585947
23;7;2020;Week 30;252;5;Portugal;PT;10276617;41,7549861
22;7;2020;Week 30;127;6;Portugal;PT;10276617;43,61357439
21;7;2020;Week 30;135;2;Portugal;PT;10276617;45,17050699
20;7;2020;Week 30;246;5;Portugal;PT;10276617;46,11439737
19;7;2020;Week 30;313;2;Portugal;PT;10276617;46,91232533
18;7;2020;Week 29;312;3;Portugal;PT;10276617;47,8854082
17;7;2020;Week 29;339;3;Portugal;PT;10276617;48,48871959
16;7;2020;Week 29;375;8;Portugal;PT;10276617;48,38168047
15;7;2020;Week 29;233;6;Portugal;PT;10276617;47,77836909
14;7;2020;Week 29;306;2;Portugal;PT;10276617;47,73944577
13;7;2020;Week 29;291;6;Portugal;PT;10276617;47,35021262
12;7;2020;Week 29;542;8;Portugal;PT;10276617;48,96553019
11;7;2020;Week 28;402;2;Portugal;PT;10276617;46,8344787
10;7;2020;Week 28;418;13;Portugal;PT;10276617;47,31128931
9;7;2020;Week 28;443;2;Portugal;PT;10276617;46,27009063
8;7;2020;Week 28;287;9;Portugal;PT;10276617;45,53054765
7;7;2020;Week 28;232;6;Portugal;PT;10276617;46,09493572
6;7;2020;Week 28;328;9;Portugal;PT;10276617;46,35766809
5;7;2020;Week 28;413;7;Portugal;PT;10276617;46,00735826
4;7;2020;Week 27;374;11;Portugal;PT;10276617;45,65704842
3;7;2020;Week 27;328;8;Portugal;PT;10276617;45,66677925
2;7;2020;Week 27;313;3;Portugal;PT;10276617;46,53282301
1;7;2020;Week 27;229;8;Portugal;PT;10276617;46,75663207
30;6;2020;Week 27;266;4;Portugal;PT;10276617;47,44752091
29;6;2020;Week 27;457;3;Portugal;PT;10276617;48,22598721
28;6;2020;Week 27;323;6;Portugal;PT;10276617;45,9878966
27;6;2020;Week 26;451;6;Portugal;PT;10276617;45,59866345
26;6;2020;Week 26;311;6;Portugal;PT;10276617;43,83738345
25;6;2020;Week 26;367;3;Portugal;PT;10276617;43,82765262
24;6;2020;Week 26;345;6;Portugal;PT;10276617;43,11730212
23;6;2020;Week 26;259;4;Portugal;PT;10276617;43,85684511
22;6;2020;Week 26;292;2;Portugal;PT;10276617;45,15104533
21;6;2020;Week 26;377;1;Portugal;PT;10276617;43,69142102
20;6;2020;Week 25;375;3;Portugal;PT;10276617;43,74007516
19;6;2020;Week 25;417;1;Portugal;PT;10276617;43,75953682
18;6;2020;Week 25;336;1;Portugal;PT;10276617;42,92268555
17;6;2020;Week 25;300;2;Portugal;PT;10276617;43,21461041
16;6;2020;Week 25;346;3;Portugal;PT;10276617;42,19287339
15;6;2020;Week 25;227;5;Portugal;PT;10276617;40,7721724
14;6;2020;Week 25;283;7;Portugal;PT;10276617;41,45333041
13;6;2020;Week 24;270;1;Portugal;PT;10276617;41,20032886
12;6;2020;Week 24;310;9;Portugal;PT;10276617;41,97879516
11;6;2020;Week 24;294;3;Portugal;PT;10276617;41,92041019
10;6;2020;Week 24;421;7;Portugal;PT;10276617;41,83283273
9;6;2020;Week 24;392;6;Portugal;PT;10276617;39,86720533
8;6;2020;Week 24;142;5;Portugal;PT;10276617;37,6583072
7;6;2020;Week 24;382;9;Portugal;PT;10276617;37,75561549
6;6;2020;Week 23;377;10;Portugal;PT;10276617;36,6754935
5;6;2020;Week 23;331;8;Portugal;PT;10276617;35,80944974
4;6;2020;Week 23;366;11;Portugal;PT;10276617;35,04071427
3;6;2020;Week 23;195;12;Portugal;PT;10276617;33,69785991
2;6;2020;Week 23;200;14;Portugal;PT;10276617;33,97032311
1;6;2020;Week 23;297;14;Portugal;PT;10276617;33,70759074
31;5;2020;Week 23;257;13;Portugal;PT;10276617;33,0167019
30;5;2020;Week 22;350;14;Portugal;PT;10276617;32,72477704
29;5;2020;Week 22;304;13;Portugal;PT;10276617;31,88792576
28;5;2020;Week 22;285;14;Portugal;PT;10276617;30,7494188
27;5;2020;Week 22;219;12;Portugal;PT;10276617;30,10718411
26;5;2020;Week 22;165;14;Portugal;PT;10276617;30,25314654
25;5;2020;Week 22;152;14;Portugal;PT;10276617;29,60118101
24;5;2020;Week 22;271;13;Portugal;PT;10276617;29,82499007
23;5;2020;Week 21;288;12;Portugal;PT;10276617;28,53078985
22;5;2020;Week 21;252;14;Portugal;PT;10276617;31,10945947
21;5;2020;Week 21;228;16;Portugal;PT;10276617;33,84382234
20;5;2020;Week 21;223;16;Portugal;PT;10276617;36,29599118
19;5;2020;Week 21;173;13;Portugal;PT;10276617;35,85810389
18;5;2020;Week 21;226;15;Portugal;PT;10276617;34,17467052
17;5;2020;Week 21;227;13;Portugal;PT;10276617;35,22560002
16;5;2020;Week 20;264;6;Portugal;PT;10276617;31,45003847
15;5;2020;Week 20;187;9;Portugal;PT;10276617;32,42312134
14;5;2020;Week 20;219;12;Portugal;PT;10276617;33,47405085
13;5;2020;Week 20;234;19;Portugal;PT;10276617;34,92394433
12;5;2020;Week 20;98;9;Portugal;PT;10276617;34,39847958
11;5;2020;Week 20;175;9;Portugal;PT;10276617;36,34464532
10;5;2020;Week 20;138;12;Portugal;PT;10276617;36,22787538
9;5;2020;Week 19;553;9;Portugal;PT;10276617;38,89412245
8;5;2020;Week 19;533;16;Portugal;PT;10276617;42,44587494
7;5;2020;Week 19;480;15;Portugal;PT;10276617;40,86948069
6;5;2020;Week 19;178;11;Portugal;PT;10276617;42,06637262
5;5;2020;Week 19;0;0;Portugal;PT;10276617;45,35539273
4;5;2020;Week 19;334;40;Portugal;PT;10276617;51,74854721
3;5;2020;Week 19;-161;16;Portugal;PT;10276617;53,56821219
2;5;2020;Week 18;364;0;Portugal;PT;10276617;61,58641506
1;5;2020;Week 18;295;18;Portugal;PT;10276617;59,8056734
30;4;2020;Week 18;368;16;Portugal;PT;10276617;64,23320048
29;4;2020;Week 18;180;25;Portugal;PT;10276617;66,90917838
28;4;2020;Week 18;298;20;Portugal;PT;10276617;70,15927518
27;4;2020;Week 18;163;25;Portugal;PT;10276617;70,65554744
26;4;2020;Week 18;412;23;Portugal;PT;10276617;74,88845794
25;4;2020;Week 17;918;60;Portugal;PT;10276617;75,8907333
24;4;2020;Week 17;371;35;Portugal;PT;10276617;81,70976889
23;4;2020;Week 17;603;23;Portugal;PT;10276617;86,03025684
22;4;2020;Week 17;516;27;Portugal;PT;10276617;86,9644164
21;4;2020;Week 17;657;21;Portugal;PT;10276617;88,87165883
20;4;2020;Week 17;521;27;Portugal;PT;10276617;86,87683894
19;4;2020;Week 17;663;30;Portugal;PT;10276617;89,14412204
18;4;2020;Week 16;181;28;Portugal;PT;10276617;88,90085132
17;4;2020;Week 16;750;30;Portugal;PT;10276617;95,4302374
16;4;2020;Week 16;643;32;Portugal;PT;10276617;95,75135475
15;4;2020;Week 16;514;32;Portugal;PT;10276617;97,35694149
14;4;2020;Week 16;349;31;Portugal;PT;10276617;102,4267033
13;4;2020;Week 16;598;34;Portugal;PT;10276617;103,3705937
12;4;2020;Week 16;515;35;Portugal;PT;10276617;105,2583744
11;4;2020;Week 15;1516;26;Portugal;PT;10276617;109,0242051
10;4;2020;Week 15;815;29;Portugal;PT;10276617;101,3173888
9;4;2020;Week 15;699;35;Portugal;PT;10276617;98,72898834
8;4;2020;Week 15;712;34;Portugal;PT;10276617;98,08675365
7;4;2020;Week 15;452;16;Portugal;PT;10276617;94,09711387
6;4;2020;Week 15;754;29;Portugal;PT;10276617;94,1749605
5;4;2020;Week 15;638;20;Portugal;PT;10276617;89,95178082
4;4;2020;Week 14;852;37;Portugal;PT;10276617;86,27352756
3;4;2020;Week 14;783;22;Portugal;PT;10276617;80,26960623
2;4;2020;Week 14;808;27;Portugal;PT;10276617;74,04187584
1;4;2020;Week 14;1035;20;Portugal;PT;10276617;68,067147
31;3;2020;Week 14;446;21;Portugal;PT;10276617;59,13424622
30;3;2020;Week 14;792;19;Portugal;PT;10276617;55,63114788
29;3;2020;Week 14;902;24;Portugal;PT;10276617;48,6638745
28;3;2020;Week 13;724;16;Portugal;PT;10276617;40,44132422
27;3;2020;Week 13;549;17;Portugal;PT;10276617;33,72705239
26;3;2020;Week 13;633;10;Portugal;PT;10276617;28,56971317
25;3;2020;Week 13;302;10;Portugal;PT;10276617;22,58525349
24;3;2020;Week 13;460;9;Portugal;PT;10276617;19,66600487
23;3;2020;Week 13;320;2;Portugal;PT;10276617;15,27740111
22;3;2020;Week 13;260;6;Portugal;PT;10276617;12,25111338
21;3;2020;Week 12;235;3;Portugal;PT;10276617;9,79894454
20;3;2020;Week 12;143;1;Portugal;PT;10276617;7,5511231
19;3;2020;Week 12;194;1;Portugal;PT;10276617;6,1985379
18;3;2020;Week 12;117;1;Portugal;PT;10276617;4,32048796
17;3;2020;Week 12;86;0;Portugal;PT;10276617;3,20144265
16;3;2020;Week 12;76;0;Portugal;PT;10276617;2,38405304
15;3;2020;Week 12;57;0;Portugal;PT;10276617;0
14;3;2020;Week 11;34;0;Portugal;PT;10276617;0
13;3;2020;Week 11;19;0;Portugal;PT;10276617;0
12;3;2020;Week 11;18;0;Portugal;PT;10276617;0
11;3;2020;Week 11;2;0;Portugal;PT;10276617;0
10;3;2020;Week 11;9;0;Portugal;PT;10276617;0
9;3;2020;Week 11;9;0;Portugal;PT;10276617;0
8;3;2020;Week 11;8;0;Portugal;PT;10276617;0
7;3;2020;Week 10;4;0;Portugal;PT;10276617;0
6;3;2020;Week 10;4;0;Portugal;PT;10276617;0
5;3;2020;Week 10;1;0;Portugal;PT;10276617;0
4;3;2020;Week 10;2;0;Portugal;PT;10276617;0
3;3;2020;Week 10;2;0;Portugal;PT;10276617;0
21;10;2020;Week 43;3400;65;Romania;RO;19414458;240,243637
20;10;2020;Week 43;2466;59;Romania;RO;19414458;233,6557631
19;10;2020;Week 43;3920;60;Romania;RO;19414458;238,6005316
18;10;2020;Week 43;3952;63;Romania;RO;19414458;218,4093937
17;10;2020;Week 42;4026;75;Romania;RO;19414458;208,6846823
16;10;2020;Week 42;4013;73;Romania;RO;19414458;200,0158851
15;10;2020;Week 42;4016;66;Romania;RO;19414458;190,0902925
14;10;2020;Week 42;3109;68;Romania;RO;19414458;180,5201052
13;10;2020;Week 42;2069;56;Romania;RO;19414458;172,0779432
12;10;2020;Week 42;2880;53;Romania;RO;19414458;167,9676044
11;10;2020;Week 42;3517;59;Romania;RO;19414458;160,54015
10;10;2020;Week 41;3186;52;Romania;RO;19414458;150,418827
9;10;2020;Week 41;3130;44;Romania;RO;19414458;142,3990307
8;10;2020;Week 41;2958;82;Romania;RO;19414458;134,7191871
7;10;2020;Week 41;2121;73;Romania;RO;19414458;128,5845837
6;10;2020;Week 41;3426;101;Romania;RO;19414458;123,1144336
5;10;2020;Week 41;0;0;Romania;RO;19414458;109,6296379
4;10;2020;Week 41;2064;32;Romania;RO;19414458;115,9702733
3;10;2020;Week 40;2343;53;Romania;RO;19414458;112,2050381
2;10;2020;Week 40;2086;37;Romania;RO;19414458;108,0019849
1;10;2020;Week 40;2158;33;Romania;RO;19414458;105,9056091
30;9;2020;Week 40;1470;44;Romania;RO;19414458;103,6135029
29;9;2020;Week 40;1271;30;Romania;RO;19414458;101,7643655
28;9;2020;Week 40;1438;31;Romania;RO;19414458;98,78205202
27;9;2020;Week 40;1552;54;Romania;RO;19414458;97,08743865
26;9;2020;Week 39;1629;42;Romania;RO;19414458;95,84609573
25;9;2020;Week 39;1639;41;Romania;RO;19414458;94,62020521
24;9;2020;Week 39;1767;47;Romania;RO;19414458;93,28614788
23;9;2020;Week 39;1059;45;Romania;RO;19414458;90,73135083
22;9;2020;Week 39;808;23;Romania;RO;19414458;91,12796247
21;9;2020;Week 39;1231;33;Romania;RO;19414458;91,51427251
20;9;2020;Week 39;1333;42;Romania;RO;19414458;91,09705767
19;9;2020;Week 38;1527;48;Romania;RO;19414458;90,76740643
18;9;2020;Week 38;1679;27;Romania;RO;19414458;89,79905594
17;9;2020;Week 38;1713;49;Romania;RO;19414458;88,18170458
16;9;2020;Week 38;1111;51;Romania;RO;19414458;86,04412238
15;9;2020;Week 38;692;22;Romania;RO;19414458;85,74537595
14;9;2020;Week 38;1109;36;Romania;RO;19414458;86,06987638
13;9;2020;Week 38;1311;27;Romania;RO;19414458;85,2612007
12;9;2020;Week 37;1391;35;Romania;RO;19414458;85,53934393
11;9;2020;Week 37;1380;47;Romania;RO;19414458;85,16333549
