day;month;year;week;cases;deaths;countriesAndTerritories;geoId;popData2019;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
10;9;2020;Week 37;1271;51;Romania;RO;19414458;85,80203475
9;9;2020;Week 37;1136;41;Romania;RO;19414458;85,72477274
8;9;2020;Week 37;883;33;Romania;RO;19414458;85,33331191
7;9;2020;Week 37;1150;43;Romania;RO;19414458;84,93154947
6;9;2020;Week 37;1269;38;Romania;RO;19414458;84,06106418
5;9;2020;Week 36;1339;47;Romania;RO;19414458;83,64900014
4;9;2020;Week 36;1365;44;Romania;RO;19414458;83,92199257
3;9;2020;Week 36;1298;40;Romania;RO;19414458;83,82412736
2;9;2020;Week 36;1053;60;Romania;RO;19414458;84,39586621
1;9;2020;Week 36;755;43;Romania;RO;19414458;84,194985
31;8;2020;Week 36;952;39;Romania;RO;19414458;84,08166738
30;8;2020;Week 36;1365;32;Romania;RO;19414458;84,77702545
29;8;2020;Week 35;1318;48;Romania;RO;19414458;84,58644583
28;8;2020;Week 35;1504;38;Romania;RO;19414458;85,08607348
27;8;2020;Week 35;1256;54;Romania;RO;19414458;84,82853346
26;8;2020;Week 35;1060;58;Romania;RO;19414458;85,64751074
25;8;2020;Week 35;805;37;Romania;RO;19414458;86,44588481
24;8;2020;Week 35;981;39;Romania;RO;19414458;86,311964
23;8;2020;Week 35;1189;37;Romania;RO;19414458;87,15669528
22;8;2020;Week 34;1392;42;Romania;RO;19414458;87,98597416
21;8;2020;Week 34;1346;48;Romania;RO;19414458;87,91386296
20;8;2020;Week 34;1409;32;Romania;RO;19414458;87,90871216
19;8;2020;Week 34;1014;45;Romania;RO;19414458;87,39363211
18;8;2020;Week 34;733;38;Romania;RO;19414458;88,51650662
17;8;2020;Week 34;1087;37;Romania;RO;19414458;88,98007866
16;8;2020;Week 34;1328;50;Romania;RO;19414458;88,91826905
15;8;2020;Week 33;1415;44;Romania;RO;19414458;88,3877366
14;8;2020;Week 33;1454;53;Romania;RO;19414458;87,76964054
13;8;2020;Week 33;1415;43;Romania;RO;19414458;87,26486209
12;8;2020;Week 33;1215;35;Romania;RO;19414458;86,06472558
11;8;2020;Week 33;779;29;Romania;RO;19414458;85,73507435
10;8;2020;Week 33;1145;41;Romania;RO;19414458;87,40908451
9;8;2020;Week 33;1350;43;Romania;RO;19414458;87,2803145
8;8;2020;Week 32;1378;50;Romania;RO;19414458;86,94036166
7;8;2020;Week 32;1345;45;Romania;RO;19414458;85,60630433
6;8;2020;Week 32;1309;41;Romania;RO;19414458;84,40616782
5;8;2020;Week 32;1232;48;Romania;RO;19414458;82,96909448
4;8;2020;Week 32;823;19;Romania;RO;19414458;81,74320396
3;8;2020;Week 32;1075;34;Romania;RO;19414458;81,01179029
2;8;2020;Week 32;1225;36;Romania;RO;19414458;79,42534373
1;8;2020;Week 31;1295;39;Romania;RO;19414458;77,69467476
31;7;2020;Week 31;1356;35;Romania;RO;19414458;75,13987771
30;7;2020;Week 31;1182;30;Romania;RO;19414458;72,15756422
29;7;2020;Week 31;1151;33;Romania;RO;19414458;69,37098115
28;7;2020;Week 31;1104;19;Romania;RO;19414458;66,72346969
27;7;2020;Week 31;1120;22;Romania;RO;19414458;63,16426655
26;7;2020;Week 31;1284;15;Romania;RO;19414458;59,74413502
25;7;2020;Week 30;1119;24;Romania;RO;19414458;56,72576592
24;7;2020;Week 30;1112;25;Romania;RO;19414458;54,01129406
23;7;2020;Week 30;1030;27;Romania;RO;19414458;51,44619541
22;7;2020;Week 30;994;36;Romania;RO;19414458;48,99956517
21;7;2020;Week 30;681;12;Romania;RO;19414458;45,92453727
20;7;2020;Week 30;767;17;Romania;RO;19414458;43,70454225
19;7;2020;Week 30;889;21;Romania;RO;19414458;41,76784127
18;7;2020;Week 29;799;17;Romania;RO;19414458;39,33151263
17;7;2020;Week 29;777;19;Romania;RO;19414458;37,37935924
16;7;2020;Week 29;641;21;Romania;RO;19414458;35,69504747
15;7;2020;Week 29;637;30;Romania;RO;19414458;34,07254532
14;7;2020;Week 29;413;17;Romania;RO;19414458;32,78999599
13;7;2020;Week 29;456;13;Romania;RO;19414458;32,04828072
12;7;2020;Week 29;698;24;Romania;RO;19414458;31,19839864
11;7;2020;Week 28;592;13;Romania;RO;19414458;29,27715005
10;7;2020;Week 28;614;17;Romania;RO;19414458;28,34485516
9;7;2020;Week 28;555;18;Romania;RO;19414458;27,55163188
8;7;2020;Week 28;397;31;Romania;RO;19414458;26,34634456
7;7;2020;Week 28;250;18;Romania;RO;19414458;25,40374807
6;7;2020;Week 28;391;19;Romania;RO;19414458;25,38314487
5;7;2020;Week 28;416;23;Romania;RO;19414458;24,99168403
4;7;2020;Week 27;420;21;Romania;RO;19414458;24,54871519
3;7;2020;Week 27;450;20;Romania;RO;19414458;24,03363514
2;7;2020;Week 27;326;16;Romania;RO;19414458;23,36403107
1;7;2020;Week 27;388;17;Romania;RO;19414458;23,46189628
30;6;2020;Week 27;269;22;Romania;RO;19414458;22,75108581
29;6;2020;Week 27;291;23;Romania;RO;19414458;22,22055336
28;6;2020;Week 27;325;10;Romania;RO;19414458;22,36992658
27;6;2020;Week 26;411;14;Romania;RO;19414458;22,11238655
26;6;2020;Week 26;460;10;Romania;RO;19414458;21,13888526
25;6;2020;Week 26;321;16;Romania;RO;19414458;19,99025675
24;6;2020;Week 26;214;16;Romania;RO;19414458;19,34640668
23;6;2020;Week 26;246;11;Romania;RO;19414458;18,99100145
22;6;2020;Week 26;315;12;Romania;RO;19414458;18,36775459
21;6;2020;Week 26;330;16;Romania;RO;19414458;17,71875372
20;6;2020;Week 25;320;11;Romania;RO;19414458;16,98218925
19;6;2020;Week 25;320;22;Romania;RO;19414458;16,34348999
18;6;2020;Week 25;345;14;Romania;RO;19414458;15,92112435
17;6;2020;Week 25;250;10;Romania;RO;19414458;14,92701985
16;6;2020;Week 25;166;17;Romania;RO;19414458;14,25226499
15;6;2020;Week 25;320;19;Romania;RO;19414458;14,12349497
14;6;2020;Week 25;275;11;Romania;RO;19414458;13,11393808
13;6;2020;Week 24;222;11;Romania;RO;19414458;12,47523881
12;6;2020;Week 24;237;9;Romania;RO;19414458;12,315564
11;6;2020;Week 24;196;15;Romania;RO;19414458;12,10953198
10;6;2020;Week 24;145;11;Romania;RO;19414458;11,94985716
9;6;2020;Week 24;125;8;Romania;RO;19414458;11,95500796
8;6;2020;Week 24;189;8;Romania;RO;19414458;12,40827841
7;6;2020;Week 24;187;10;Romania;RO;19414458;12,53189762
6;6;2020;Week 23;196;9;Romania;RO;19414458;12,315564
5;6;2020;Week 23;238;11;Romania;RO;19414458;11,96015876
4;6;2020;Week 23;152;9;Romania;RO;19414458;11,75412674
3;6;2020;Week 23;119;0;Romania;RO;19414458;11,98076197
2;6;2020;Week 23;141;17;Romania;RO;19414458;12,16619078
1;6;2020;Week 23;124;9;Romania;RO;19414458;12,28981
31;5;2020;Week 23;151;13;Romania;RO;19414458;12,51129442
30;5;2020;Week 22;191;11;Romania;RO;19414458;13,10878728
29;5;2020;Week 22;197;10;Romania;RO;19414458;13,10363648
28;5;2020;Week 22;165;9;Romania;RO;19414458;13,3508749
27;5;2020;Week 22;146;13;Romania;RO;19414458;13,65477213
26;5;2020;Week 22;213;18;Romania;RO;19414458;13,88140735
25;5;2020;Week 22;213;9;Romania;RO;19414458;13,94836776
24;5;2020;Week 22;145;11;Romania;RO;19414458;14,04108217
23;5;2020;Week 21;127;8;Romania;RO;19414458;14,94247225
22;5;2020;Week 21;198;10;Romania;RO;19414458;15,89537035
21;5;2020;Week 21;196;15;Romania;RO;19414458;16,89462564
20;5;2020;Week 21;155;19;Romania;RO;19414458;17,27578488
19;5;2020;Week 21;165;10;Romania;RO;19414458;18,15142097
18;5;2020;Week 21;167;16;Romania;RO;19414458;19,09916826
17;5;2020;Week 21;267;25;Romania;RO;19414458;20,45897959
16;5;2020;Week 20;190;10;Romania;RO;19414458;19,93359794
15;5;2020;Week 20;245;30;Romania;RO;19414458;20,63925761
14;5;2020;Week 20;224;14;Romania;RO;19414458;20,72682122
13;5;2020;Week 20;190;30;Romania;RO;19414458;21,43763169
12;5;2020;Week 20;226;20;Romania;RO;19414458;21,88575133
11;5;2020;Week 20;231;26;Romania;RO;19414458;22,28236297
10;5;2020;Week 20;320;28;Romania;RO;19414458;23,15799905
9;5;2020;Week 19;312;22;Romania;RO;19414458;22,6326174
8;5;2020;Week 19;392;18;Romania;RO;19414458;22,67897461
7;5;2020;Week 19;270;31;Romania;RO;19414458;22,6480698
6;5;2020;Week 19;325;24;Romania;RO;19414458;23,6679283
5;5;2020;Week 19;349;23;Romania;RO;19414458;23,57006309
4;5;2020;Week 19;431;9;Romania;RO;19414458;22,75108581
3;5;2020;Week 19;165;27;Romania;RO;19414458;22,22055336
2;5;2020;Week 18;327;27;Romania;RO;19414458;23,17860226
1;5;2020;Week 18;262;42;Romania;RO;19414458;23,34857867
30;4;2020;Week 18;362;25;Romania;RO;19414458;24,52811199
29;4;2020;Week 18;277;19;Romania;RO;19414458;24,39934197
28;4;2020;Week 18;303;23;Romania;RO;19414458;24,23966716
27;4;2020;Week 18;401;33;Romania;RO;19414458;24,39419117
26;4;2020;Week 18;218;23;Romania;RO;19414458;23,92546833
25;4;2020;Week 17;321;25;Romania;RO;19414458;25,49646248
24;4;2020;Week 17;386;19;Romania;RO;19414458;25,20801765
23;4;2020;Week 17;468;25;Romania;RO;19414458;25,49131168
22;4;2020;Week 17;306;32;Romania;RO;19414458;24,85261242
21;4;2020;Week 17;190;17;Romania;RO;19414458;25,13075565
20;4;2020;Week 17;328;17;Romania;RO;19414458;25,14620805
19;4;2020;Week 17;351;17;Romania;RO;19414458;24,74959641
18;4;2020;Week 16;360;13;Romania;RO;19414458;25,15650965
17;4;2020;Week 16;491;15;Romania;RO;19414458;25,59432769
16;4;2020;Week 16;337;28;Romania;RO;19414458;24,49720718
15;4;2020;Week 16;246;26;Romania;RO;19414458;23,86880952
14;4;2020;Week 16;333;12;Romania;RO;19414458;24,11089715
13;4;2020;Week 16;310;24;Romania;RO;19414458;23,38463428
12;4;2020;Week 16;523;25;Romania;RO;19414458;23,37433268
11;4;2020;Week 15;265;28;Romania;RO;19414458;21,50459209
10;4;2020;Week 15;441;20;Romania;RO;19414458;21,49429049
9;4;2020;Week 15;344;27;Romania;RO;19414458;19,85633593
8;4;2020;Week 15;360;25;Romania;RO;19414458;18,82617583
7;4;2020;Week 15;193;9;Romania;RO;19414458;17,92993655
6;4;2020;Week 15;251;7;Romania;RO;19414458;17,67239652
5;4;2020;Week 15;430;8;Romania;RO;19414458;16,71949843
4;4;2020;Week 14;445;39;Romania;RO;19414458;14,80855144
3;4;2020;Week 14;278;9;Romania;RO;19414458;12,67612003
2;4;2020;Week 14;215;16;Romania;RO;19414458;11,3317611
1;4;2020;Week 14;293;25;Romania;RO;19414458;10,44582342
31;3;2020;Week 14;192;4;Romania;RO;19414458;9,10661529
30;3;2020;Week 14;308;11;Romania;RO;19414458;8,34944761
29;3;2020;Week 14;160;5;Romania;RO;19414458;6,89692187
28;3;2020;Week 13;263;7;Romania;RO;19414458;6,196413
27;3;2020;Week 13;123;4;Romania;RO;19414458;4,97052248
26;3;2020;Week 13;144;2;Romania;RO;19414458;4,43483923
25;3;2020;Week 13;186;4;Romania;RO;19414458;3,79613997
24;3;2020;Week 13;143;5;Romania;RO;19414458;2,87929748
23;3;2020;Week 13;66;2;Romania;RO;19414458;2,15303461
22;3;2020;Week 13;59;0;Romania;RO;19414458;1,82338338
21;3;2020;Week 12;31;0;Romania;RO;19414458;1,55039095
20;3;2020;Week 12;17;0;Romania;RO;19414458;1,39586694
19;3;2020;Week 12;43;0;Romania;RO;19414458;1,31860493
18;3;2020;Week 12;33;0;Romania;RO;19414458;1,10227131
17;3;2020;Week 12;45;0;Romania;RO;19414458;0,93229489
16;3;2020;Week 12;26;0;Romania;RO;19414458;0,70050887
15;3;2020;Week 12;24;0;Romania;RO;19414458;0,57688966
14;3;2020;Week 11;25;0;Romania;RO;19414458;0,45327044
13;3;2020;Week 11;19;0;Romania;RO;19414458;0,32965123
12;3;2020;Week 11;20;0;Romania;RO;19414458;0,23178602
11;3;2020;Week 11;8;0;Romania;RO;19414458;0,12877001
10;3;2020;Week 11;2;0;Romania;RO;19414458;0,08756361
9;3;2020;Week 11;2;0;Romania;RO;19414458;0,07726201
8;3;2020;Week 11;6;0;Romania;RO;19414458;0,06696041
7;3;2020;Week 10;1;0;Romania;RO;19414458;0,0360556
6;3;2020;Week 10;2;0;Romania;RO;19414458;0,0309048
4;3;2020;Week 10;1;0;Romania;RO;19414458;0,0206032
2;3;2020;Week 10;0;0;Romania;RO;19414458;0,0154524
1;3;2020;Week 10;0;0;Romania;RO;19414458;0,0154524
29;2;2020;Week 9;2;0;Romania;RO;19414458;0,0154524
28;2;2020;Week 9;0;0;Romania;RO;19414458;0,0051508
27;2;2020;Week 9;1;0;Romania;RO;19414458;0,0051508
26;2;2020;Week 9;0;0;Romania;RO;19414458;0
25;2;2020;Week 9;0;0;Romania;RO;19414458;0
24;2;2020;Week 9;0;0;Romania;RO;19414458;0
23;2;2020;Week 9;0;0;Romania;RO;19414458;0
22;2;2020;Week 8;0;0;Romania;RO;19414458;0
21;2;2020;Week 8;0;0;Romania;RO;19414458;0
20;2;2020;Week 8;0;0;Romania;RO;19414458;0
19;2;2020;Week 8;0;0;Romania;RO;19414458;0
18;2;2020;Week 8;0;0;Romania;RO;19414458;0
17;2;2020;Week 8;0;0;Romania;RO;19414458;0
16;2;2020;Week 8;0;0;Romania;RO;19414458;0
15;2;2020;Week 7;0;0;Romania;RO;19414458;0
14;2;2020;Week 7;0;0;Romania;RO;19414458;0
13;2;2020;Week 7;0;0;Romania;RO;19414458;0
12;2;2020;Week 7;0;0;Romania;RO;19414458;0
11;2;2020;Week 7;0;0;Romania;RO;19414458;0
10;2;2020;Week 7;0;0;Romania;RO;19414458;0
9;2;2020;Week 7;0;0;Romania;RO;19414458;0
8;2;2020;Week 6;0;0;Romania;RO;19414458;0
7;2;2020;Week 6;0;0;Romania;RO;19414458;0
6;2;2020;Week 6;0;0;Romania;RO;19414458;0
5;2;2020;Week 6;0;0;Romania;RO;19414458;0
4;2;2020;Week 6;0;0;Romania;RO;19414458;0
3;2;2020;Week 6;0;0;Romania;RO;19414458;0
2;2;2020;Week 6;0;0;Romania;RO;19414458;0
1;2;2020;Week 5;0;0;Romania;RO;19414458;0
31;1;2020;Week 5;0;0;Romania;RO;19414458;0
30;1;2020;Week 5;0;0;Romania;RO;19414458;0
29;1;2020;Week 5;0;0;Romania;RO;19414458;0
28;1;2020;Week 5;0;0;Romania;RO;19414458;0
27;1;2020;Week 5;0;0;Romania;RO;19414458;0
26;1;2020;Week 5;0;0;Romania;RO;19414458;0
25;1;2020;Week 4;0;0;Romania;RO;19414458;0
24;1;2020;Week 4;0;0;Romania;RO;19414458;0
23;1;2020;Week 4;0;0;Romania;RO;19414458;0
22;1;2020;Week 4;0;0;Romania;RO;19414458;0
21;1;2020;Week 4;0;0;Romania;RO;19414458;0
20;1;2020;Week 4;0;0;Romania;RO;19414458;0
19;1;2020;Week 4;0;0;Romania;RO;19414458;0
18;1;2020;Week 3;0;0;Romania;RO;19414458;0
17;1;2020;Week 3;0;0;Romania;RO;19414458;0
16;1;2020;Week 3;0;0;Romania;RO;19414458;0
15;1;2020;Week 3;0;0;Romania;RO;19414458;0
14;1;2020;Week 3;0;0;Romania;RO;19414458;0
13;1;2020;Week 3;0;0;Romania;RO;19414458;0
12;1;2020;Week 3;0;0;Romania;RO;19414458;0
11;1;2020;Week 2;0;0;Romania;RO;19414458;0
10;1;2020;Week 2;0;0;Romania;RO;19414458;0
9;1;2020;Week 2;0;0;Romania;RO;19414458;0
8;1;2020;Week 2;0;0;Romania;RO;19414458;0
7;1;2020;Week 2;0;0;Romania;RO;19414458;0
6;1;2020;Week 2;0;0;Romania;RO;19414458;0
5;1;2020;Week 2;0;0;Romania;RO;19414458;0
4;1;2020;Week 1;0;0;Romania;RO;19414458;0
3;1;2020;Week 1;0;0;Romania;RO;19414458;0
2;1;2020;Week 1;0;0;Romania;RO;19414458;0
1;1;2020;Week 1;0;0;Romania;RO;19414458;0
31;12;2019;Week 53;0;0;Romania;RO;19414458;0
21;10;2020;Week 43;16319;269;Russia;RU;145872260;133,0828768
20;10;2020;Week 43;15982;179;Russia;RU;145872260;129,8581375
19;10;2020;Week 43;15099;185;Russia;RU;145872260;126,3660411
18;10;2020;Week 43;14922;279;Russia;RU;145872260;123,2125971
17;10;2020;Week 42;15150;232;Russia;RU;145872260;119,7417521
16;10;2020;Week 42;13754;286;Russia;RU;145872260;115,8081735
15;10;2020;Week 42;14231;239;Russia;RU;145872260;112,5114535
14;10;2020;Week 42;13868;244;Russia;RU;145872260;108,5696485
13;10;2020;Week 42;13592;125;Russia;RU;145872260;104,7059941
12;10;2020;Week 42;13634;143;Russia;RU;145872260;100,9650498
11;10;2020;Week 42;12846;197;Russia;RU;145872260;97,01159083
10;10;2020;Week 41;12126;201;Russia;RU;145872260;93,36250772
9;10;2020;Week 41;11493;191;Russia;RU;145872260;89,99380691
8;10;2020;Week 41;11115;202;Russia;RU;145872260;86,6360746
7;10;2020;Week 41;11615;188;Russia;RU;145872260;83,425046
6;10;2020;Week 41;10888;117;Russia;RU;145872260;79,72317698
5;10;2020;Week 41;10499;107;Russia;RU;145872260;76,50666412
4;10;2020;Week 41;9859;174;Russia;RU;145872260;73,52391743
3;10;2020;Week 40;9412;186;Russia;RU;145872260;70,92301168
2;10;2020;Week 40;8945;169;Russia;RU;145872260;68,51885341
1;10;2020;Week 40;8481;177;Russia;RU;145872260;66,33680729
30;9;2020;Week 40;8232;160;Russia;RU;145872260;64,4097788
29;9;2020;Week 40;8135;61;Russia;RU;145872260;62,5567877
28;9;2020;Week 40;7867;99;Russia;RU;145872260;60,75658251
27;9;2020;Week 40;7523;169;Russia;RU;145872260;59,09896782
26;9;2020;Week 39;7212;108;Russia;RU;145872260;57,70391163
25;9;2020;Week 39;6595;149;Russia;RU;145872260;56,53302417
24;9;2020;Week 39;6431;150;Russia;RU;145872260;55,68844961
23;9;2020;Week 39;6215;160;Russia;RU;145872260;54,85690014
22;9;2020;Week 39;6196;71;Russia;RU;145872260;54,09184721
21;9;2020;Week 39;6148;79;Russia;RU;145872260;53,39877507
20;9;2020;Week 39;6065;144;Russia;RU;145872260;52,74546374
19;9;2020;Week 38;5905;134;Russia;RU;145872260;52,15590682
18;9;2020;Week 38;5762;144;Russia;RU;145872260;51,61090944
17;9;2020;Week 38;5670;132;Russia;RU;145872260;51,08510693
16;9;2020;Week 38;5529;150;Russia;RU;145872260;50,59289546
15;9;2020;Week 38;5509;57;Russia;RU;145872260;50,04447042
14;9;2020;Week 38;5449;94;Russia;RU;145872260;49,69073626
13;9;2020;Week 38;5488;119;Russia;RU;145872260;49,36922209
12;9;2020;Week 37;5504;102;Russia;RU;145872260;48,99423646
11;9;2020;Week 37;5363;110;Russia;RU;145872260;48,53150284
10;9;2020;Week 37;5218;160;Russia;RU;145872260;48,08453643
9;9;2020;Week 37;5099;122;Russia;RU;145872260;47,71297846
8;9;2020;Week 37;5185;51;Russia;RU;145872260;47,43670935
7;9;2020;Week 37;5195;61;Russia;RU;145872260;47,13439005
6;9;2020;Week 37;5205;110;Russia;RU;145872260;46,89925281
5;9;2020;Week 36;5110;121;Russia;RU;145872260;46,70456192
4;9;2020;Week 36;4995;114;Russia;RU;145872260;46,54003441
3;9;2020;Week 36;4952;115;Russia;RU;145872260;46,39607284
2;9;2020;Week 36;4729;123;Russia;RU;145872260;46,31106696
1;9;2020;Week 36;4993;83;Russia;RU;145872260;46,32409205
31;8;2020;Week 36;4980;68;Russia;RU;145872260;46,25485339
30;8;2020;Week 36;4941;111;Russia;RU;145872260;46,24731255
29;8;2020;Week 35;4829;110;Russia;RU;145872260;46,3295763
28;8;2020;Week 35;4711;121;Russia;RU;145872260;46,49136169
27;8;2020;Week 35;4676;115;Russia;RU;145872260;46,72855552
26;8;2020;Week 35;4696;120;Russia;RU;145872260;47,02059185
25;8;2020;Week 35;4744;65;Russia;RU;145872260;47,19128915
24;8;2020;Week 35;4852;73;Russia;RU;145872260;47,44767785
23;8;2020;Week 35;4921;121;Russia;RU;145872260;47,6787019
22;8;2020;Week 34;4870;90;Russia;RU;145872260;47,87819151
21;8;2020;Week 34;4785;110;Russia;RU;145872260;48,13252362
20;8;2020;Week 34;4828;117;Russia;RU;145872260;47,9721093
19;8;2020;Week 34;4748;132;Russia;RU;145872260;48,72070948
18;8;2020;Week 34;4892;55;Russia;RU;145872260;49,00246284
17;8;2020;Week 34;4969;68;Russia;RU;145872260;49,34659955
16;8;2020;Week 34;5061;119;Russia;RU;145872260;49,66057289
15;8;2020;Week 33;5065;114;Russia;RU;145872260;49,93547094
14;8;2020;Week 33;5057;124;Russia;RU;145872260;50,22133749
13;8;2020;Week 33;5102;129;Russia;RU;145872260;50,53119764
12;8;2020;Week 33;4945;70;Russia;RU;145872260;50,78690081
11;8;2020;Week 33;5118;130;Russia;RU;145872260;51,0953899
10;8;2020;Week 33;5189;77;Russia;RU;145872260;51,44980958
9;8;2020;Week 33;5212;129;Russia;RU;145872260;51,84467561
8;8;2020;Week 32;5241;119;Russia;RU;145872260;52,29644074
7;8;2020;Week 32;4551;74;Russia;RU;145872260;52,68719358
6;8;2020;Week 32;5920;181;Russia;RU;145872260;53,57632767
5;8;2020;Week 32;5159;144;Russia;RU;145872260;53,53656686
4;8;2020;Week 32;5394;79;Russia;RU;145872260;54,00478473
3;8;2020;Week 32;5427;70;Russia;RU;145872260;54,37908482
2;8;2020;Week 32;5462;95;Russia;RU;145872260;54,84661717
1;8;2020;Week 31;5482;161;Russia;RU;145872260;55,37584733
31;7;2020;Week 31;5509;129;Russia;RU;145872260;56,00927825
30;7;2020;Week 31;5475;169;Russia;RU;145872260;56,63928152
29;7;2020;Week 31;5395;150;Russia;RU;145872260;57,28847966
28;7;2020;Week 31;5635;85;Russia;RU;145872260;57,87323786
27;7;2020;Week 31;5765;77;Russia;RU;145872260;58,49158709
26;7;2020;Week 31;5871;146;Russia;RU;145872260;59,0742887
25;7;2020;Week 30;5811;154;Russia;RU;145872260;59,58158186
24;7;2020;Week 30;5848;147;Russia;RU;145872260;60,14645965
23;7;2020;Week 30;5862;165;Russia;RU;145872260;60,59959584
22;7;2020;Week 30;5842;153;Russia;RU;145872260;61,07946775
21;7;2020;Week 30;5940;85;Russia;RU;145872260;61,44005721
20;7;2020;Week 30;6109;95;Russia;RU;145872260;61,90004871
19;7;2020;Week 30;6234;124;Russia;RU;145872260;62,32987684
18;7;2020;Week 29;6406;186;Russia;RU;145872260;62,6027183
17;7;2020;Week 29;6428;167;Russia;RU;145872260;62,81660406
16;7;2020;Week 29;6422;156;Russia;RU;145872260;63,04420045
15;7;2020;Week 29;6248;175;Russia;RU;145872260;63,13606165
14;7;2020;Week 29;6537;104;Russia;RU;145872260;63,44112308
13;7;2020;Week 29;6615;130;Russia;RU;145872260;63,56588977
12;7;2020;Week 29;6611;188;Russia;RU;145872260;63,68654328
11;7;2020;Week 28;6635;174;Russia;RU;145872260;63,85175632
10;7;2020;Week 28;6509;176;Russia;RU;145872260;63,96486899
9;7;2020;Week 28;6562;173;Russia;RU;145872260;64,37892989
8;7;2020;Week 28;6368;198;Russia;RU;145872260;64,79984611
7;7;2020;Week 28;6611;135;Russia;RU;145872260;65,5244527
6;7;2020;Week 28;6736;134;Russia;RU;145872260;66,20244315
5;7;2020;Week 28;6632;168;Russia;RU;145872260;66,8824902
4;7;2020;Week 27;6718;176;Russia;RU;145872260;67,74420304
3;7;2020;Week 27;6760;147;Russia;RU;145872260;68,60385929
2;7;2020;Week 27;6556;216;Russia;RU;145872260;69,30995653
1;7;2020;Week 27;6693;154;Russia;RU;145872260;70,19223532
30;6;2020;Week 27;6719;93;Russia;RU;145872260;71,25823649
29;6;2020;Week 27;6791;104;Russia;RU;145872260;72,30504278
28;6;2020;Week 27;6852;188;Russia;RU;145872260;73,70626876
27;6;2020;Week 26;6800;176;Russia;RU;145872260;74,97724379
26;6;2020;Week 26;7113;92;Russia;RU;145872260;76,47650074
25;6;2020;Week 26;7176;154;Russia;RU;145872260;77,61859589
24;6;2020;Week 26;7425;153;Russia;RU;145872260;78,46042832
23;6;2020;Week 26;7600;95;Russia;RU;145872260;79,26249994
22;6;2020;Week 26;7728;109;Russia;RU;145872260;80,21196079
21;6;2020;Week 26;7889;30;Russia;RU;145872260;81,07298811
20;6;2020;Week 25;7972;182;Russia;RU;145872260;81,73521134
19;6;2020;Week 25;7790;312;Russia;RU;145872260;82,25210194
18;6;2020;Week 25;7843;194;Russia;RU;145872260;82,96574002
17;6;2020;Week 25;8248;193;Russia;RU;145872260;83,44081322
16;6;2020;Week 25;8246;143;Russia;RU;145872260;83,86241496
15;6;2020;Week 25;8835;119;Russia;RU;145872260;84,40329916
14;6;2020;Week 25;8706;114;Russia;RU;145872260;84,70013421
13;6;2020;Week 24;8987;183;Russia;RU;145872260;84,86877491
12;6;2020;Week 24;8779;174;Russia;RU;145872260;84,58427942
11;6;2020;Week 24;8404;217;Russia;RU;145872260;84,30458265
10;6;2020;Week 24;8595;170;Russia;RU;145872260;84,25933759
9;6;2020;Week 24;8985;112;Russia;RU;145872260;84,4787076
8;6;2020;Week 24;8984;134;Russia;RU;145872260;84,45197188
7;6;2020;Week 24;8855;197;Russia;RU;145872260;84,18804233
6;6;2020;Week 23;8726;144;Russia;RU;145872260;84,58496495
5;6;2020;Week 23;8831;169;Russia;RU;145872260;84,70013421
4;6;2020;Week 23;8536;178;Russia;RU;145872260;84,71247378
3;6;2020;Week 23;8863;182;Russia;RU;145872260;84,86877491
2;6;2020;Week 23;9035;162;Russia;RU;145872260;85,14298743
1;6;2020;Week 23;9268;138;Russia;RU;145872260;85,06826452
